389.61,-94.144,4.49941697904983
389.57,-94.144,4.60928892364585
389.38,-94.133,4.70380836636564
389.22,-94.155,4.754431545295
389.04,-94.177,4.83122746638792
388.9,-94.188,4.91562437009464
388.65,-94.188,5.02281678841829
388.44,-94.2,5.11566441005963
388.16,-94.177,5.22215156175223
387.88,-94.177,5.28334288770189
387.63,-94.177,5.2949083878818
387.4,-94.188,5.34797204414463
387.08,-94.177,5.37923726025156
386.71,-94.177,5.45524976622526
386.15,-94.111,5.56257797342616
385.67,-93.799,5.6508125416126
385.39,-93.632,5.73221456605508
384.98,-93.644,5.83036975352161
384.58,-93.688,5.88232042321104
384.26,-93.721,5.8963746720997
384.05,-93.81,5.9966457601249
383.75,-93.899,6.03967649485725
383.2,-93.966,6.12754079892547
382.69,-93.966,6.20872440598362
382.58,-93.788,6.20880802602044
382.21,-93.733,6.24153510498484
381.74,-93.81,6.2706778598749
381.26,-93.844,6.37418009106366
380.82,-93.899,6.43821953225807
380.36,-93.944,6.48533242090145
379.92,-93.988,6.56598647423965
379.51,-94.022,6.58657424987755
379.23,-94.055,6.65887583761253
379.04,-94.111,6.73027812792592
378.88,-94.166,6.78503718791572
378.72,-94.2,6.81842112806898
378.61,-94.233,6.90488596843444
378.54,-94.266,7.02678780286528
378.49,-94.289,7.13997732801179
378.47,-94.333,7.22413141839825
378.42,-94.378,7.29746880204203
378.33,-94.422,7.34999814448243
378.31,-94.444,7.41720744226699
378.31,-94.444,7.46430033563092
378.4,-94.433,7.47910320762173
378.51,-94.444,7.60032753004473
378.65,-94.433,7.69493060532737
378.84,-94.444,7.76521775639836
378.24,-94.455,7.8801424591646
377.24,-94.511,7.89941242098053
376.3,-94.611,7.94211944095182
375.33,-94.722,8.00204392600115
374.5,-94.933,8.03602894070845
373.62,-95.245,8.14515557088705
372.79,-95.556,8.19874441529449
372.01,-95.901,8.29259986388112
371.08,-96.323,8.40379907215652
370.21,-96.69,8.43305202849708
369.33,-97.091,8.5334301689787
368.36,-97.491,8.65360498611912
367.48,-97.847,8.67398867006471
366.67,-98.225,8.7550926001183
365.75,-98.636,8.83213349305447
364.97,-99.003,8.85943354994751
364.11,-99.415,8.98279309074026
363.19,-99.804,9.06922596559867
362.43,-100.15,9.1484633526609
361.64,-100.6,9.20175937713085
360.58,-101.05,9.30681183095941
359.7,-101.51,9.42644097828338
358.87,-102.01,9.54599331134386
358.18,-102.45,9.60761344649224
357.44,-102.93,9.70467681007042
356.59,-103.42,9.74859162027521
355.94,-103.88,9.86012433706963
355.2,-104.4,9.93941264269463
354.33,-104.89,10.0124219395115
353.63,-105.29,10.104129625214
352.87,-105.76,10.1478116678188
352.07,-106.29,10.2528792878815
351.44,-106.75,10.2613527842182
350.75,-107.25,10.2792637195404
349.92,-107.71,10.3288910072462
349.2,-108.21,10.337375874489
348.23,-108.74,10.4335468926983
347.33,-109.22,10.4839284663222
346.41,-109.76,10.545529534066
345.4,-110.21,10.5996635138717
344.47,-110.63,10.6847254062332
343.55,-111.09,10.703432766494
342.56,-111.58,10.7805804093063
341.7,-112.05,10.8614381158907
340.85,-112.56,10.9773088057173
339.97,-112.97,10.9855444813637
339.26,-113.38,11.1040669975186
338.24,-113.77,11.1101202063772
337.16,-114.14,11.1314268507671
336.07,-114.54,11.1978623502996
334.94,-114.94,11.2155312642767
333.95,-115.29,11.2474818628591
332.96,-115.74,11.3588531830389
331.87,-116.15,11.4488310788365
330.92,-116.49,11.4986661399882
329.98,-116.89,11.5037294916698
328.99,-117.34,11.6255641060361
328.13,-117.75,11.7111299775017
327.3,-118.16,11.7666925513895
326.38,-118.56,11.8682051699138
325.48,-119.03,11.9820160630031
324.53,-119.51,12.0074617946527
323.61,-119.93,12.0804438168534
322.57,-120.4,12.2001198210048
321.46,-120.84,12.2344568028934
320.59,-121.29,12.278812640845
319.64,-121.79,12.3962666425323
318.69,-122.24,12.46598468568
317.79,-122.72,12.5448093677756
316.82,-123.23,12.6477246431393
315.85,-123.72,12.7595849118541
314.95,-124.3,12.8094181790598
314.1,-124.9,12.8665982540832
313.45,-125.46,12.9264086718771
312.74,-126.06,12.9764261344525
311.98,-126.64,13.0819283565988
311.28,-127.19,13.1245296004193
310.5,-127.75,13.1801942794332
309.6,-128.33,13.2434929607707
308.72,-128.89,13.2869029209087
307.87,-129.44,13.4097680894038
307.02,-129.92,13.4945018759148
306.11,-130.44,13.5181766707662
305.15,-130.93,13.5488544574562
304.27,-131.43,13.5609907053522
303.11,-131.95,13.6414786024929
301.96,-132.45,13.7631159201801
300.83,-132.97,13.847490336937
299.77,-133.47,13.9158389277046
298.73,-133.99,13.9897893376546
297.62,-134.53,14.0776112512399
296.49,-135.06,14.0921203337601
295.57,-135.59,14.1042405100928
294.71,-136.06,14.1823477924947
293.91,-136.55,14.2930696497333
292.96,-137,14.310197751966
291.9,-137.44,14.3920473618139
290.84,-137.88,14.4935896820045
289.8,-138.38,14.562340647942
288.76,-138.83,14.6140517323502
288.04,-139.22,14.6488115910806
287.19,-139.68,14.7330246627585
286.11,-140.13,14.8089498007067
285,-140.58,14.8875003979057
283.89,-141.03,14.9060888154315
282.94,-141.49,14.9129632655139
282.07,-141.99,14.9288009223063
281.07,-142.5,14.9789751297173
280.29,-142.98,15.0443898152429
279.39,-143.46,15.0692216210782
278.42,-143.9,15.1274592487416
277.66,-144.3,15.2222601109722
276.57,-144.68,15.2736849528944
275.1,-145.1,15.3779161699137
273.57,-145.4,15.4349101804356
272.17,-145.64,15.5489993802217
271.01,-145.84,15.5611677882724
269.7,-146.04,15.6760740693594
268.13,-146.25,15.7536516893741
266.72,-146.42,15.7946476573523
265.33,-146.63,15.8232703390262
263.88,-146.79,15.8836363320346
262.59,-146.92,15.8954493079166
260.97,-146.99,16.0105784956822
259.38,-147.02,16.060663663009
257.95,-147.08,16.1161507267284
256.4,-147.23,16.1245340912661
255.13,-147.37,16.1915022506567
253.82,-147.54,16.2607575717892
252.16,-147.75,16.2933434134677
250.7,-147.84,16.4070354953563
249.11,-147.94,16.4085446596197
247.73,-148.06,16.4992080329584
246.55,-148.26,16.6062735270992
245.05,-148.51,16.6716548700002
243.71,-148.71,16.7457356192359
242.44,-148.9,16.8077189850669
241.08,-148.94,16.8153345097699
